ID,product_ID,warehouse_ID,availableQuantity,reservedQuantity,reorderLevel,status,lastStockUpdate,remarks,createdAt,createdBy,modifiedAt,modifiedBy
b2000001-0000-0000-0000-000000000040,10000001-0001-4001-8001-000000000008,a1000001-0000-0000-0000-000000000005,3,1,15,LOW_STOCK,2024-03-22T09:00:00Z,Reorder required,2024-01-22T09:00:00Z,inventory.srv@tafe.com,2024-03-22T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000041,10000001-0001-4001-8001-000000000009,a1000001-0000-0000-0000-000000000001,40,8,15,AVAILABLE,2024-03-23T09:00:00Z,Normal stock,2024-01-23T09:00:00Z,inventory.srv@tafe.com,2024-03-23T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000042,10000001-0001-4001-8001-000000000009,a1000001-0000-0000-0000-000000000002,22,4,15,AVAILABLE,2024-03-23T09:00:00Z,Normal stock,2024-01-23T09:00:00Z,inventory.srv@tafe.com,2024-03-23T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000043,10000001-0001-4001-8001-000000000009,a1000001-0000-0000-0000-000000000003,5,1,15,LOW_STOCK,2024-03-23T09:00:00Z,Reorder required,2024-01-23T09:00:00Z,inventory.srv@tafe.com,2024-03-23T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000044,10000001-0001-4001-8001-000000000009,a1000001-0000-0000-0000-000000000004,18,3,15,AVAILABLE,2024-03-23T09:00:00Z,Normal stock,2024-01-23T09:00:00Z,inventory.srv@tafe.com,2024-03-23T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000045,10000001-0001-4001-8001-000000000009,a1000001-0000-0000-0000-000000000005,2,1,15,LOW_STOCK,2024-03-23T09:00:00Z,Reorder required,2024-01-23T09:00:00Z,inventory.srv@tafe.com,2024-03-23T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000046,10000001-0001-4001-8001-000000000010,a1000001-0000-0000-0000-000000000001,30,5,10,AVAILABLE,2024-03-24T09:00:00Z,Normal stock,2024-01-24T09:00:00Z,inventory.srv@tafe.com,2024-03-24T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000047,10000001-0001-4001-8001-000000000010,a1000001-0000-0000-0000-000000000002,15,3,10,AVAILABLE,2024-03-24T09:00:00Z,Normal stock,2024-01-24T09:00:00Z,inventory.srv@tafe.com,2024-03-24T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000048,10000001-0001-4001-8001-000000000010,a1000001-0000-0000-0000-000000000003,4,1,10,LOW_STOCK,2024-03-24T09:00:00Z,Reorder required,2024-01-24T09:00:00Z,inventory.srv@tafe.com,2024-03-24T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000049,10000001-0001-4001-8001-000000000010,a1000001-0000-0000-0000-000000000004,12,2,10,AVAILABLE,2024-03-24T09:00:00Z,Normal stock,2024-01-24T09:00:00Z,inventory.srv@tafe.com,2024-03-24T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000050,10000001-0001-4001-8001-000000000010,a1000001-0000-0000-0000-000000000005,0,0,10,OUT_OF_STOCK,2024-03-24T09:00:00Z,Stock unavailable,2024-01-24T09:00:00Z,inventory.srv@tafe.com,2024-03-24T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000051,10000001-0001-4001-8001-000000000011,a1000001-0000-0000-0000-000000000001,200,30,50,AVAILABLE,2024-03-25T09:00:00Z,Normal stock,2024-01-25T09:00:00Z,inventory.srv@tafe.com,2024-03-25T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000052,10000001-0001-4001-8001-000000000011,a1000001-0000-0000-0000-000000000002,120,20,50,AVAILABLE,2024-03-25T09:00:00Z,Normal stock,2024-01-25T09:00:00Z,inventory.srv@tafe.com,2024-03-25T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000053,10000001-0001-4001-8001-000000000011,a1000001-0000-0000-0000-000000000003,40,5,50,LOW_STOCK,2024-03-25T09:00:00Z,Reorder required,2024-01-25T09:00:00Z,inventory.srv@tafe.com,2024-03-25T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000054,10000001-0001-4001-8001-000000000011,a1000001-0000-0000-0000-000000000004,150,20,50,AVAILABLE,2024-03-25T09:00:00Z,Normal stock,2024-01-25T09:00:00Z,inventory.srv@tafe.com,2024-03-25T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000055,10000001-0001-4001-8001-000000000011,a1000001-0000-0000-0000-000000000005,25,5,50,LOW_STOCK,2024-03-25T09:00:00Z,Reorder required,2024-01-25T09:00:00Z,inventory.srv@tafe.com,2024-03-25T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000056,10000001-0001-4001-8001-000000000012,a1000001-0000-0000-0000-000000000001,100,15,30,AVAILABLE,2024-03-26T09:00:00Z,Normal stock,2024-01-26T09:00:00Z,inventory.srv@tafe.com,2024-03-26T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000057,10000001-0001-4001-8001-000000000012,a1000001-0000-0000-0000-000000000002,60,10,30,AVAILABLE,2024-03-26T09:00:00Z,Normal stock,2024-01-26T09:00:00Z,inventory.srv@tafe.com,2024-03-26T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000058,10000001-0001-4001-8001-000000000012,a1000001-0000-0000-0000-000000000003,20,5,30,LOW_STOCK,2024-03-26T09:00:00Z,Reorder required,2024-01-26T09:00:00Z,inventory.srv@tafe.com,2024-03-26T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000059,10000001-0001-4001-8001-000000000012,a1000001-0000-0000-0000-000000000004,80,10,30,AVAILABLE,2024-03-26T09:00:00Z,Normal stock,2024-01-26T09:00:00Z,inventory.srv@tafe.com,2024-03-26T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000060,10000001-0001-4001-8001-000000000012,a1000001-0000-0000-0000-000000000005,15,3,30,LOW_STOCK,2024-03-26T09:00:00Z,Reorder required,2024-01-26T09:00:00Z,inventory.srv@tafe.com,2024-03-26T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000061,10000001-0001-4001-8001-000000000013,a1000001-0000-0000-0000-000000000001,80,10,20,AVAILABLE,2024-03-27T09:00:00Z,Normal stock,2024-01-27T09:00:00Z,inventory.srv@tafe.com,2024-03-27T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000062,10000001-0001-4001-8001-000000000013,a1000001-0000-0000-0000-000000000002,45,5,20,AVAILABLE,2024-03-27T09:00:00Z,Normal stock,2024-01-27T09:00:00Z,inventory.srv@tafe.com,2024-03-27T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000063,10000001-0001-4001-8001-000000000013,a1000001-0000-0000-0000-000000000003,12,2,20,LOW_STOCK,2024-03-27T09:00:00Z,Reorder required,2024-01-27T09:00:00Z,inventory.srv@tafe.com,2024-03-27T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000064,10000001-0001-4001-8001-000000000014,a1000001-0000-0000-0000-000000000004,60,8,20,AVAILABLE,2024-03-27T09:00:00Z,Normal stock,2024-01-27T09:00:00Z,inventory.srv@tafe.com,2024-03-27T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000065,10000001-0001-4001-8001-000000000014,a1000001-0000-0000-0000-000000000005,10,2,20,LOW_STOCK,2024-03-27T09:00:00Z,Reorder required,2024-01-27T09:00:00Z,inventory.srv@tafe.com,2024-03-27T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000066,10000001-0001-4001-8001-000000000015,a1000001-0000-0000-0000-000000000001,70,10,20,AVAILABLE,2024-03-28T09:00:00Z,Normal stock,2024-01-28T09:00:00Z,inventory.srv@tafe.com,2024-03-28T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000067,10000001-0001-4001-8001-000000000015,a1000001-0000-0000-0000-000000000002,35,5,20,AVAILABLE,2024-03-28T09:00:00Z,Normal stock,2024-01-28T09:00:00Z,inventory.srv@tafe.com,2024-03-28T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000068,10000001-0001-4001-8001-000000000015,a1000001-0000-0000-0000-000000000003,8,1,20,LOW_STOCK,2024-03-28T09:00:00Z,Reorder required,2024-01-28T09:00:00Z,inventory.srv@tafe.com,2024-03-28T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000069,10000001-0001-4001-8001-000000000015,a1000001-0000-0000-0000-000000000004,50,8,20,AVAILABLE,2024-03-28T09:00:00Z,Normal stock,2024-01-28T09:00:00Z,inventory.srv@tafe.com,2024-03-28T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000070,10000001-0001-4001-8001-000000000015,a1000001-0000-0000-0000-000000000005,5,1,20,LOW_STOCK,2024-03-28T09:00:00Z,Reorder required,2024-01-28T09:00:00Z,inventory.srv@tafe.com,2024-03-28T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000071,10000001-0001-4001-8001-000000000016,a1000001-0000-0000-0000-000000000001,12,3,5,AVAILABLE,2024-03-29T09:00:00Z,Normal stock,2024-01-29T09:00:00Z,inventory.srv@tafe.com,2024-03-29T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000072,10000001-0001-4001-8001-000000000016,a1000001-0000-0000-0000-000000000002,8,2,5,AVAILABLE,2024-03-29T09:00:00Z,Normal stock,2024-01-29T09:00:00Z,inventory.srv@tafe.com,2024-03-29T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000073,10000001-0001-4001-8001-000000000016,a1000001-0000-0000-0000-000000000003,3,1,5,LOW_STOCK,2024-03-29T09:00:00Z,Reorder required,2024-01-29T09:00:00Z,inventory.srv@tafe.com,2024-03-29T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000074,10000001-0001-4001-8001-000000000016,a1000001-0000-0000-0000-000000000004,6,1,5,AVAILABLE,2024-03-29T09:00:00Z,Normal stock,2024-01-29T09:00:00Z,inventory.srv@tafe.com,2024-03-29T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000075,10000001-0001-4001-8001-000000000016,a1000001-0000-0000-0000-000000000005,2,0,5,LOW_STOCK,2024-03-29T09:00:00Z,Reorder required,2024-03-29T09:00:00Z,inventory.srv@tafe.com,2024-03-29T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000076,10000001-0001-4001-8001-000000000017,a1000001-0000-0000-0000-000000000001,8,2,5,AVAILABLE,2024-03-30T09:00:00Z,Normal stock,2024-01-30T09:00:00Z,inventory.srv@tafe.com,2024-03-30T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000077,10000001-0001-4001-8001-000000000017,a1000001-0000-0000-0000-000000000002,5,1,5,AVAILABLE,2024-03-30T09:00:00Z,Normal stock,2024-01-30T09:00:00Z,inventory.srv@tafe.com,2024-03-30T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000078,10000001-0001-4001-8001-000000000017,a1000001-0000-0000-0000-000000000003,2,0,5,LOW_STOCK,2024-03-30T09:00:00Z,Reorder required,2024-01-30T09:00:00Z,inventory.srv@tafe.com,2024-03-30T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000079,10000001-0001-4001-8001-000000000017,a1000001-0000-0000-0000-000000000004,7,1,5,AVAILABLE,2024-03-30T09:00:00Z,Normal stock,2024-01-30T09:00:00Z,inventory.srv@tafe.com,2024-03-30T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000080,10000001-0001-4001-8001-000000000017,a1000001-0000-0000-0000-000000000005,1,0,5,LOW_STOCK,2024-03-30T09:00:00Z,Reorder required,2024-01-30T09:00:00Z,inventory.srv@tafe.com,2024-03-30T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000081,10000001-0001-4001-8001-000000000018,a1000001-0000-0000-0000-000000000001,20,4,8,AVAILABLE,2024-03-31T09:00:00Z,Normal stock,2024-01-31T09:00:00Z,inventory.srv@tafe.com,2024-03-31T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000082,10000001-0001-4001-8001-000000000018,a1000001-0000-0000-0000-000000000002,10,2,8,AVAILABLE,2024-03-31T09:00:00Z,Normal stock,2024-01-31T09:00:00Z,inventory.srv@tafe.com,2024-03-31T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000083,10000001-0001-4001-8001-000000000018,a1000001-0000-0000-0000-000000000003,3,1,8,LOW_STOCK,2024-03-31T09:00:00Z,Reorder required,2024-01-31T09:00:00Z,inventory.srv@tafe.com,2024-03-31T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000084,10000001-0001-4001-8001-000000000018,a1000001-0000-0000-0000-000000000004,15,2,8,AVAILABLE,2024-03-31T09:00:00Z,Normal stock,2024-01-31T09:00:00Z,inventory.srv@tafe.com,2024-03-31T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000085,10000001-0001-4001-8001-000000000018,a1000001-0000-0000-0000-000000000005,0,0,8,OUT_OF_STOCK,2024-03-31T09:00:00Z,Stock unavailable,2024-01-31T09:00:00Z,inventory.srv@tafe.com,2024-03-31T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000086,10000001-0001-4001-8001-000000000019,a1000001-0000-0000-0000-000000000001,15,5,8,AVAILABLE,2024-04-01T09:00:00Z,Normal stock,2024-02-01T09:00:00Z,inventory.srv@tafe.com,2024-04-01T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000087,10000001-0001-4001-8001-000000000019,a1000001-0000-0000-0000-000000000002,8,2,8,AVAILABLE,2024-04-01T09:00:00Z,Normal stock,2024-02-01T09:00:00Z,inventory.srv@tafe.com,2024-04-01T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000088,10000001-0001-4001-8001-000000000019,a1000001-0000-0000-0000-000000000003,2,1,8,LOW_STOCK,2024-04-01T09:00:00Z,Reorder required,2024-02-01T09:00:00Z,inventory.srv@tafe.com,2024-04-01T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000089,10000001-0001-4001-8001-000000000019,a1000001-0000-0000-0000-000000000004,10,2,8,AVAILABLE,2024-04-01T09:00:00Z,Normal stock,2024-02-01T09:00:00Z,inventory.srv@tafe.com,2024-04-01T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000090,10000001-0001-4001-8001-000000000019,a1000001-0000-0000-0000-000000000005,3,1,8,LOW_STOCK,2024-04-01T09:00:00Z,Reorder required,2024-02-01T09:00:00Z,inventory.srv@tafe.com,2024-04-01T09:00:00Z,inventory.srv@tafe.com

b2000001-0000-0000-0000-000000000091,10000001-0001-4001-8001-000000000020,a1000001-0000-0000-0000-000000000001,18,3,8,AVAILABLE,2024-04-02T09:00:00Z,Normal stock,2024-02-02T09:00:00Z,inventory.srv@tafe.com,2024-04-02T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000092,10000001-0001-4001-8001-000000000020,a1000001-0000-0000-0000-000000000002,9,2,8,AVAILABLE,2024-04-02T09:00:00Z,Normal stock,2024-02-02T09:00:00Z,inventory.srv@tafe.com,2024-04-02T09:00:00Z,inventory.srv@tafe.com
b2000001-0000-0000-0000-000000000093,10000001-0001-4001-8001-000000000020,a1000001-0000-0000-0000-000000000003,1,0,8,LOW_STOCK,2024-04-02T09:00:00Z,Reorder required,2024-02-02T09:00:00Z,inventory.srv@tafe.com,2024-04-02T09:00:00Z,inventory.srv@tafe.com
