ID,documentType,fileName,mimeType,dealer_ID
b6f9f8b7-90fd-40e6-901b-255a9cfdb3a8,BANK_PASSBOOK,saurashtra_bank_passbook.pdf,application/pdf,6fe0d9f9-3bca-4a12-acca-4c914a133cbe
157f0866-d347-4163-9b4f-1898e96533d3,DEALERSHIP_AGREEMENT,bundelkhand_dealership_agreement.pdf,application/pdf,b3e5c662-c4df-46ae-8a56-ec367c878dce
06dd5c88-bcf8-4a66-92c1-f63c357c1ad8,PAN_CARD,bundelkhand_pan_card.pdf,application/pdf,b3e5c662-c4df-46ae-8a56-ec367c878dce
e2afd124-ccc5-45fd-bd6d-a6c5be086c1e,BANK_PASSBOOK,bundelkhand_bank_passbook.pdf,application/pdf,b3e5c662-c4df-46ae-8a56-ec367c878dce
f16de261-c468-4616-9064-4adce4a09804,ADDRESS_PROOF,bundelkhand_address_proof.pdf,application/pdf,b3e5c662-c4df-46ae-8a56-ec367c878dce
85119bbb-27e1-455b-97ae-325a9542d07b,DEALERSHIP_AGREEMENT,konkan_dealership_agreement.pdf,application/pdf,133ec1d1-2b3e-4b18-b552-2b17bf3b8b57
381cff05-c8e7-4d4d-9fb2-7f612e62491a,PAN_CARD,malabar_pan_card.pdf,application/pdf,7545696f-12e4-4f10-9a21-dde3dc7c2728
7b6203af-085a-4629-91f4-a74e0888868a,ADDRESS_PROOF,rayalaseema_address_proof.pdf,application/pdf,30953364-6d4d-4606-8c20-64bd6f802dcb
e180f60c-7e16-4cab-ad44-33bb472d873f,DEALERSHIP_AGREEMENT,rayalaseema_dealership_agreement.pdf,application/pdf,30953364-6d4d-4606-8c20-64bd6f802dcb
3af19c1a-3430-4d7a-b650-46f7d04c8730,ADDRESS_PROOF,doaba_address_proof.pdf,application/pdf,5d6aa10b-9170-4cb9-9014-0b773f1d0fad
ba29bb8b-4ef3-4858-aa6c-a1c60320adee,GST_CERTIFICATE,doaba_gst_certificate.pdf,application/pdf,5d6aa10b-9170-4cb9-9014-0b773f1d0fad
08f534df-ab8e-4046-8e35-a48a3b70953e,BANK_PASSBOOK,doaba_bank_passbook.pdf,application/pdf,5d6aa10b-9170-4cb9-9014-0b773f1d0fad
6fa09f1a-1853-420f-804a-ab577aad3bb9,DEALERSHIP_AGREEMENT,kutch_dealership_agreement.pdf,application/pdf,e4acf6f0-2151-427a-aaa4-ec1744d45b0d
d7b80aaf-6bd5-4434-8c38-2c2b4db16767,PAN_CARD,kutch_pan_card.pdf,application/pdf,e4acf6f0-2151-427a-aaa4-ec1744d45b0d
0b7519f2-6468-4ec0-bef7-05f9d1724466,ADDRESS_PROOF,kutch_address_proof.pdf,application/pdf,e4acf6f0-2151-427a-aaa4-ec1744d45b0d
